datetime#topic#title#url#image_url#language#score#source_domain#description#share_url#page_id
2021-03-01 00:00:00#world#香港当局、民主派４７人を国安法違反で起訴#https://www.cnn.co.jp/world/35167102.html#https://www.cnn.co.jp/storage/2021/03/01/779c8bf825442b90adeca332028358dc/t/768/432/d/02-hong-kong-arrests-0228-benny-tai-super-169.jpg#ja#-0.2732#www.cnn.co.jp#香港当局は２月２８日、民主派の活動家ら４７人を香港国家安全維持法（国安法）に違反したとして起訴した。中国政府による昨年の施行以降で最大規模の適用となった。#https://www.cnn.co.jp/world/35167102.html#8XlXe0jrY
2021-03-01 00:00:00#world#「エルサ」「オラフ」の上陸も？ 「アナ雪」キャラクターがハリケーン名称に#https://www.cnn.co.jp/fringe/35167107.html#https://www.cnn.co.jp/storage/2021/03/01/538502485661fad16116e934226c095e/t/768/432/d/01-hurricane-erick-eyewall-super-169.jpg#ja#0.0#www.cnn.co.jp#ハリケーンのシーズン到来まであと３カ月。今年はディズニーの人気アニメ映画「アナと雪の女王」の登場キャラクターにちなみ、「アナ」ハリケーンや「エルサ」ハリケーンが米国に上陸するかもしれない。#https://www.cnn.co.jp/fringe/35167107.html#iOgm4Yvlb
2021-02-26 19:43:31#world#米シリア空爆 バイデン政権、イランの武装勢力支援許容せず - 産経ニュース#https://www.sankei.com/world/news/210226/wor2102260042-n1.html#https://www.sankei.com/common/images/v1/news_ogp.png?wor2102260042#ja#-0.4881#www.sankei.com#【ワシントン＝黒瀬悦成、カイロ佐藤貴生】米国防総省のカービー報道官は２５日、米軍がシリア東部にある親イラン系イスラム教シーア派武装勢力の施設に対して空爆を実施し…#https://www.sankei.com/world/news/210226/wor2102260042-n1.html#Q80HGON0b
2021-03-01 01:56:29#world#タイで新型コロナのワクチン接種始まる: 日本経済新聞#https://www.nikkei.com/article/DGXZQOGM283VZ0Y1A220C2000000/#https://article-image-ix.nikkei.com/https%3A%2F%2Fimgix-proxy.n8s.jp%2FDSXZQO0344792028022021000000-2.jpg?auto=format%2Ccompress&ch=Width%2CDPR&q=45&fit=crop&bg=FFFFFF&w=1200&h=630&fp_x=0.31&fp_y=0.3&fp_z=1&crop=focalpoint&ixlib=js-1.4.1&s=4f7fef11ca4ba1a31090e10fd7fb1e8a#ja#0.0#www.nikkei.com#【バンコク=共同】タイで28日、中国の製薬大手、科興控股生物技術（シノバック・バイオテック）の新型コロナウイルスワクチンの接種が始まった。アヌティン副首相兼保健相が最初に接種し、安全性をアピールした。今後は医療従事者や高齢者などへの接種を優先して#https://www.nikkei.com/article/DGXZQOGM283VZ0Y1A220C2000000/#7m7DTGyX1
2021-03-01 00:00:00#world#米NY州 クオモ知事めぐりセクハラ被害訴え相次ぐ 地元メディア#https://www3.nhk.or.jp/news/html/20210301/k10012890801000.html#https://www3.nhk.or.jp/news/html/20210301/K10012890801_2103010601_2103010605_01_02.jpg#ja#-0.7351#www3.nhk.or.jp#【NHK】アメリカ・ニューヨーク州で新型コロナウイルス対策を指揮してきたクオモ知事をめぐり、地元のメディアは元側近の女性たちが相次…#https://www3.nhk.or.jp/news/html/20210301/k10012890801000.html#IlWTvPkxx
2021-02-28 23:58:00#world#クオモNY州知事のセクハラ疑惑、州司法長官が捜査手続き開始#https://jp.wsj.com/articles/new-york-state-attorney-general-seeks-to-investigate-sexual-harassment-accusations-against-cuomo-11614556699#https://images.wsj.net/im-305418/social#ja#-0.7096#jp.wsj.com#ニューヨーク州のジェームズ司法長官は2月28日、クオモ知事のセクハラ疑惑の捜査に向けた手続きを開始した。#https://jp.wsj.com/articles/new-york-state-attorney-general-seeks-to-investigate-sexual-harassment-accusations-against-cuomo-11614556699#a5iB8JHtF
2021-02-27 15:59:00#world#７７７型機、緊急着陸 モスクワ：時事ドットコム#https://www.jiji.com/jc/article?k=2021022700464&g=int#https://www.jiji.com/img/jijicom_og_image.png#ja#-0.3818#www.jiji.com#【モスクワＡＦＰ時事】モスクワの空港で２６日、ボーイング７７７型貨物機が緊急着陸した。香港からマドリードへ向かう途中、エンジンの不調を訴えた。ロシア航空が明らかにした。負傷者はいない。#https://www.jiji.com/jc/article?k=2021022700464&g=int#p2kLHMMJE
2021-03-01 10:34:42#world#新型コロナワクチン、3日間で計2万1177人が接種＝韓国（WoW!Korea）#https://news.yahoo.co.jp/articles/93d1ba8ee4b751e9cf88cbde9a83f0d441003ffd#https://amd-pctr.c.yimg.jp/r/iwiz-amd/20210301-00289846-wow-000-1-view.jpg#ja#0.0#news.yahoo.co.jp#韓国で新型コロナウイルス予防ワクチン1次接種者が3日間で計2万1177人を記録した。1次優先接種対象者の接種率は、それぞれアストラゼネカ7. 12%、ファイザー1. 02%水準だ。#https://news.yahoo.co.jp/articles/93d1ba8ee4b751e9cf88cbde9a83f0d441003ffd#cLQajFriF
2021-03-01 10:25:00#world#鶏の脚に着けた刃物で鼠径部に重傷、闘鶏関係者が失血死 インド#https://www.jiji.com/jc/article?k=20210301041221a&g=afp#https://www.jiji.com/news2/afpnj/photos/AFP041221_00.qui.jpg#ja#-0.8519#www.jiji.com#【ニューデリーＡＦＰ＝時事】インド南部テランガナ州で、違法闘鶏の鶏の脚に装着された刃物で飼い主の男性が鼠径（そけい）部に重傷を負い、失血死していたことが分かった。警察は闘鶏の運営関係者の行方を追っている。警察が27日、明らかにした。（写真は資料写真）　刃物は闘鶏の試合のためのもので、鶏が逃げようとした際に男性がけがをした。　現地警察がＡＦＰに明らかにしたところによると、男性は同州カリムナガル県の病院に搬送されたが、到着する前に死亡した。　死亡した男性は、村で闘鶏を運営していた１６人の一人。警察は…#https://www.jiji.com/jc/article?k=20210301041221a&g=afp#G3C0SFyUt
2021-03-01 06:20:50#world#インドで違法の闘鶏、自分の鶏に刺されて男性死亡#https://wedge.ismedia.jp/articles/-/22314#https://wedge.ismedia.jp/mwimgs/e/5/1024/img_e5089b49de565d340345468b4279b426202094.jpg#ja#-0.5574#wedge.ismedia.jp#インド南部テランガナ州で闘鶏の試合から鶏が逃げるのを男性が止めようとしたところ、鶏の足先に縛り付けてあった刃物に股間を刺され、死亡したという。#https://wedge.ismedia.jp/articles/-/22314#IPPgrwd93
2021-02-27 12:56:14#world#米、ＧＡＦＡ標的にデジタル課税容認 Ｇ２０会議で ７月合意も - 産経ニュース#https://www.sankei.com/economy/news/210227/ecn2102270033-n1.html#https://www.sankei.com/images/news/210227/ecn2102270033-p1.jpg#ja#0.6705#www.sankei.com#【ワシントン＝塩原永久】バイデン米政権は２６日の２０カ国・地域（Ｇ２０）財務相・中央銀行総裁会議で、米グーグルなどの巨大ＩＴ企業に対する「デジタル課税」を容認す…#https://www.sankei.com/economy/news/210227/ecn2102270033-n1.html#6s7C76Prt
2021-02-28 07:45:06#world#バイデン米大統領、対サウジ方針１日発表 ムハマンド皇太子の記者殺害承認受け - 産経ニュース#https://www.sankei.com/world/news/210228/wor2102280004-n1.html#https://www.sankei.com/images/news/210228/wor2102280004-p1.jpg#ja#-0.3818#www.sankei.com#バイデン米大統領は２７日記者団に、サウジアラビアのムハンマド皇太子が同国の記者殺害を承認していたとする米情報機関の報告書公表を踏まえ、米政権の基本的な対サウジ方…#https://www.sankei.com/world/news/210228/wor2102280004-n1.html#9LwVHcMsF
2021-03-01 06:20:58#world#伊・ポンペイ遺跡で「並外れた発見」、約２０００年前の馬車発掘#https://news.tbs.co.jp/newseye/tbs_newseye4210684.html#https://news.tbs.co.jp/jpg/news4210684_50.jpg#ja#0.0#news.tbs.co.jp#TBSの動画ニュースサイト TBS NEWS#https://news.tbs.co.jp/newseye/tbs_newseye4210684.html#3FAZwenZT
2021-02-26 17:26:00#world#国際ニュース：AFPBB News#https://www.afpbb.com/articles/-/3333815#https://afpbb.ismcdn.jp/mwimgs/4/6/1000x/img_4645adbd3c44023522d9d586d92a9110103952.jpg#ja#0.0#www.afpbb.com#【2月26日 AFP】ロシア航空（Rossiya Airlines）は26日、同社の運航するボーイング（Boeing）777型機にエンジントラブルが起き、モスクワの空港に緊急着陸したと発表した。#https://www.afpbb.com/articles/-/3333815#eXJvUkSJA
2021-03-01 06:21:10#world#ハイチの刑務所で大規模な集団脱走が発生し400人逃亡中 刑務所長ら25人死亡#https://news.livedoor.com/article/detail/19764902/#https://image.news.livedoor.com/newsimage/stf/7/b/7b629_1351_bd1c60e1_4b24acf6.jpg#ja#-0.8591#news.livedoor.com#ハイチの刑務所で25日、大規模な集団脱走が発生した。当局は、刑務所長や一般市民を含む25人が死亡したと発表。26日の時点で400人以上の受刑者が逃亡したままとなっている#https://news.livedoor.com/article/detail/19764902/#WyMZH1MFZ
2021-03-01 06:21:14#world#「体の半分に感覚がない状態」メキシコ、コロナ後遺症が対応課題に#https://news.livedoor.com/article/detail/19766761/#https://image.news.livedoor.com/newsimage/stf/0/d/0da61_1351_d0c7dfd1_5a3f604a.jpg#ja#-0.34#news.livedoor.com#メキシコの医療現場が、コロナの後遺症に苦しむ患者への対応に追われている。2020年6月に感染した人物は、最もひどい症状は4日ほどで治まったという。1カ月後から違和感が出始め、「体の半分に感覚がない状態」が続いたそう#https://news.livedoor.com/article/detail/19766761/#Dl6pJnmSF
2021-03-01 04:01:31#world#【海外発！Breaking News】巨大すぎる蛾をオーストラリアの家族が発見 「このサイズはまるで鳥」「モスラみたい」#https://japan.techinsight.jp/2021/03/iruy02281335.html#https://japan.techinsight.jp/wp-content/uploads/2021/02/PamTaylor210228_001.jpg#ja#0.6476#japan.techinsight.jp#オーストラリアでキャンプをしていた一家が見つけたのは、大人の拳ほどもある巨大な蛾だった。敬遠されがちな蛾だが体には毛が生えており、今回発見されたサイズにもなると小動物のようにも見えてくる。SNSに投稿されたこの写真に、ユーザー達は「鳥のようだ」と規格外のサイズに驚きの声があがっている。『The Earth S#https://japan.techinsight.jp/2021/03/iruy02281335.html#ED8HVMnBn
