datetime#topic#title#url#image_url#language#score#source_domain#description#share_url#page_id
2021-03-31 10:53:00#local#Canada báo động về đối tượng lây nhiễm trong làn sóng thứ ba#https://baotintuc.vn/the-gioi/canada-bao-dong-ve-doi-tuong-lay-nhiem-trong-lan-song-thu-ba-20210331104704974.htm#https://cdnmedia.baotintuc.vn/Upload/DmtgOUlHWBO5POIHzIwr1A/files/2021/03/31/vaccine-covid-19-canada-310321.jpg#vi#-0.2732#baotintuc.vn#Làn sóng lây nhiễm thứ 3 của đại dịch viêm đường hô hấp cấp COVID-19 tại Canada đang diễn biến một cách đáng báo động. #https://baotintuc.vn/the-gioi/canada-bao-dong-ve-doi-tuong-lay-nhiem-trong-lan-song-thu-ba-20210331104704974.htm#04Wbs6MIW
2021-03-31 05:22:21#local#Bị các mạng xã hội chặn, Trump mở trang web riêng#https://www.nguoi-viet.com/hoa-ky/bi-cac-mang-xa-hoi-chan-trump-mo-trang-web-rieng/#https://www.nguoi-viet.com/wp-content/uploads/2021/03/TS-bi-cac-mang-xa-hoi-chan.jpg#vi#-0.2732#www.nguoi-viet.com#Trang web 45office. com được lập sau khi ông Trump bị các mạng xã hội chặn sau vụ bạo loạn ở Quốc Hội hôm 6 Tháng Giêng. #https://www.nguoi-viet.com/hoa-ky/bi-cac-mang-xa-hoi-chan-trump-mo-trang-web-rieng/#LMSAOcetX
2021-03-31 11:00:00#local#Mỹ kết án chung thân em Tổng thống Honduras#https://vnexpress.net/my-ket-an-chung-than-em-tong-thong-honduras-4255891.html#https://vcdn1-vnexpress.vnecdn.net/2021/03/31/2484-1617162321-1617162335-2273-1617162597.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=QCFWRWXxMDi9dCslx1Ke_w#vi#-0.5267#vnexpress.net#Tony Hernandez, em trai Tổng thống Honduras đương nhiệm, bị thẩm phán Mỹ kết án chung thân hôm 30/3 vì buôn bán ma túy.  - VnExpress#https://vnexpress.net/my-ket-an-chung-than-em-tong-thong-honduras-4255891.html#aXWj1p7t4
2021-03-31 06:08:10#local#Không thêm ca nhiễm, hơn 48.000 người đã tiêm vaccine Covid-19#https://vnexpress.net/khong-them-ca-nhiem-hon-48-000-nguoi-da-tiem-vaccine-covid-19-4255765.html#https://vcdn1-suckhoe.vnecdn.net/2021/03/31/VaccineVnExpress6-1617145252-4193-1617145262.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=zvigBK640X791o4QTYHJGw#vi#0.0#vnexpress.net#Bộ Y tế sáng 31/3 không ghi nhận ca dương tính nCoV, số ca nhiễm cộng đồng của cả nước trong hơn hai tháng qua duy trì 910.  - VnExpress#https://vnexpress.net/khong-them-ca-nhiem-hon-48-000-nguoi-da-tiem-vaccine-covid-19-4255765.html#UZcC0jSFc
2021-03-31 09:17:55#local#Giá dầu hôm nay 31/3 giảm do tồn kho tại Mỹ tăng mạnh#https://nangluongquocte.petrotimes.vn/gia-dau-hom-nay-313-giam-do-ton-kho-tai-my-tang-manh-606039.html#https://nangluongquocte.petrotimes.vn/stores/news_dataimages/tranminhquan/062020/25/07/in_social/4823_Ynh_feature.jpg?randTime=1617197584#vi#0.3182#nangluongquocte.petrotimes.vn#Giá dầu hôm nay 31/3 giảm trong bối cảnh tồn kho dầu tại Mỹ tăng mạnh. #https://nangluongquocte.petrotimes.vn/gia-dau-hom-nay-313-giam-do-ton-kho-tai-my-tang-manh-606039.html#AlXozqMOc
2021-03-31 19:39:55#local#Mỹ nhập khẩu khối lượng dầu kỷ lục của Nga#https://vn.sputniknews.com/world/2021033110302488-my-nhap-khau-khoi-luong-dau-ky-luc-cua-nga/#https://cdn2.img.vn.sputniknews.com/images/07e5/03/1f/10302715.jpg#vi#0.4215#vn.sputniknews.com#Trong bối cảnh quan hệ với Matxcơva ngày càng xấu đi và Mỹ tiếp tục gây áp lực lên châu Âu do dự án Dòng chảy phương Bắc 2, đưa ra những lời đe dọa áp đặt các. . . #https://vn.sputniknews.com/world/2021033110302488-my-nhap-khau-khoi-luong-dau-ky-luc-cua-nga/#kxpAW2mm9
2021-03-31 06:25:00#local#10 tỉnh, thành phố đã trải qua 46 ngày không có ca mắc trong cộng đồng#https://www.vietnamplus.vn/10-tinh-thanh-pho-da-trai-qua-46-ngay-khong-co-ca-mac-trong-cong-dong/702324.vnp#https://www.vietnamplus.vn/favicon.ico#vi#0.0#www.vietnamplus.vn#Hòa Bình, Điện Biên, Hà Giang, Bình Dương, Hưng Yên, Bắc Giang, Gia Lai, Bắc Ninh, Quảng Ninh và TP. HCM đã qua 46 ngày không ghi nhận ca mắc COVID-19 trong cộng đồng. #https://www.vietnamplus.vn/10-tinh-thanh-pho-da-trai-qua-46-ngay-khong-co-ca-mac-trong-cong-dong/702324.vnp#MsPxxoEjI
2021-03-31 06:35:10#local#Gần 129 triệu ca nCoV toàn cầu, 14 nước quan ngại báo cáo Covid-19 của WHO#https://vnexpress.net/gan-129-trieu-ca-ncov-toan-cau-14-nuoc-quan-ngai-bao-cao-covid-19-cua-who-4255766.html#https://vcdn1-vnexpress.vnecdn.net/2021/03/31/whocovid191JPG-1617147218-5302-1617147251.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=vVQTjXB2bXaBkszL2kSAPA#vi#0.0#vnexpress.net#Thế giới ghi nhận gần 129 triệu người nhiễm nCoV, hơn 2,8 triệu người chết, Mỹ và đồng minh nói báo cáo nguồn gốc Covid-19 của WHO bị chậm trễ.  - VnExpress#https://vnexpress.net/gan-129-trieu-ca-ncov-toan-cau-14-nuoc-quan-ngai-bao-cao-covid-19-cua-who-4255766.html#NiiWTFyI0
2021-03-31 16:22:32#local#Phó tổng thống Mỹ bị chỉ trích thiếu nghiêm túc#https://vnexpress.net/pho-tong-thong-my-bi-chi-trich-thieu-nghiem-tuc-4256078.html#https://vcdn1-vnexpress.vnecdn.net/2021/03/31/Untitled-1617181434-7864-1617181458.png?w=1200&h=0&q=100&dpr=1&fit=crop&s=EhOaMMrc0VnIWOucDnvbHA#vi#0.2066#vnexpress.net#Phó tổng thống Harris hứng chỉ trích vì bật cười khi được phóng viên hỏi về dự định thăm biên giới phía nam với Mexico.  - VnExpress#https://vnexpress.net/pho-tong-thong-my-bi-chi-trich-thieu-nghiem-tuc-4256078.html#0LqqAQno6
2021-03-31 19:30:09#local#Quan hệ Mỹ-Trung từ góc nhìn giáo dục#https://baoquocte.vn/quan-he-my-trung-tu-goc-nhin-giao-duc-140865.html#https://baoquocte.vn/stores/news_dataimages/haiyen/032021/31/13/croped/2304_baoquocte_giaoduc.jpg?randTime=1617197019#vi#0.0#baoquocte.vn#Các sợi dây liên kết về giáo dục có thể giúp gì cho quan hệ Mỹ - Trung?#https://baoquocte.vn/quan-he-my-trung-tu-goc-nhin-giao-duc-140865.html#I9HX4pvwc
2021-03-31 20:07:09#local#Vì cuộc chiến tương lai. Quân đội Mỹ nghiên cứu kinh nghiệm xung đột Karabakh#https://vn.sputniknews.com/press/2021033110302958-vi-cuoc-chien-tuong-lai-quan-doi-my-nghien-cuu-kinh-nghiem-xung-dot-karabakh/#https://cdn2.img.vn.sputniknews.com/images/07e5/03/1f/10302909.jpg#vi#-0.7351#vn.sputniknews.com#Hiện nay các quân nhân Mỹ đang tích cực nghiên cứu kinh nghiệm xung đột gần đây ở Nagorno-Karabakh để chuẩn bị tốt hơn cho các hành động quân sự tiềm năng trong tương. . . #https://vn.sputniknews.com/press/2021033110302958-vi-cuoc-chien-tuong-lai-quan-doi-my-nghien-cuu-kinh-nghiem-xung-dot-karabakh/#GJp31kbL0
2021-03-31 15:33:00#local#Mỹ bắt kẻ tấn công dã man người phụ nữ gốc Á ở New York#https://vtc.vn/my-bat-ke-tan-cong-da-man-nguoi-phu-nu-goc-a-o-new-york-ar604088.html#http://image.vtc.vn/resize/DKBM1_6r5IbMM-F5RUabJw2/upload/2021/03/31/nghi-pham-14513591.jpg#vi#-0.8316#vtc.vn#Kẻ tấn công dã man một phụ nữ gốc Á gần Quảng trường Thời đại của thành phố New York bị bắt giữ cách đây ít giờ. #https://vtc.vn/my-bat-ke-tan-cong-da-man-nguoi-phu-nu-goc-a-o-new-york-ar604088.html#MKDyTDybF
