datetime#topic#title#url#image_url#language#score#source_domain#description#share_url#page_id
2021-03-08 03:31:25#world#राफेल बनाने वाली कंपनी के मालिक की हेलिकॉप्टर दुर्घटना में मौत, फ्रांस के राष्ट्रपति मैक्रों ने जताया शोक#https://www.prabhatkhabar.com/world/olivier-dassault-owner-of-rafale-manufacturing-company-dies-in-helicopter-crash-french-president-macron-expressed-grief-vwt#https://gumlet.assettype.com/Prabhatkhabar%2F2021-03%2Fc29ee46f-c516-4e75-9ec1-1b212eab8314%2FOlivier_Dassault.jpg?w=1200&auto=format%2Ccompress&ogImage=true#hi#-0.7269#www.prabhatkhabar.com#फ्रांसीसी उद्योगपति और अरबों की दौलत के मालिक सर्ज दसॉल्ट के सबसे बड़े बेटे ओलिवियर दसॉल्ट की उम्र 69 साल थी.  इनकी कंपनी राफेल लड़ाकू विमान भी बनाती है.  हालांकि, राजनीतिक कारणों और हितों के टकराव से बचने के लिए उन्होंने दसॉल्ट बोर्ड से अपना नाम वापस ले लिया था.  | दुर्घटना के वक्त छुट्टी बिता रहे थे ओलिवियर दसॉल्टसाल 2020 फोर्ब्स की सूची ओलिवियर को मिला था 361वां स्थानदसॉल्ट के निधन पर फ्रांस के राष्ट्रपति मैक्रों ने ट्वीट कर जताया शोक#https://www.prabhatkhabar.com/world/olivier-dassault-owner-of-rafale-manufacturing-company-dies-in-helicopter-crash-french-president-macron-expressed-grief-vwt#vVEFzcAqI
2021-03-07 00:00:00#world#चीनी को हांगकांग की चिंता: राजदूत वांग यी ने कहा- 'बेहतर भविष्य के लिए चुनावी सुधार जरूरी'#https://www.amarujala.com/world/chinese-government-ambassador-wang-yi-said-electoral-reforms-necessary-for-hong-kongs-better-future#https://spiderimg.amarujala.com/assets/images/2021/03/07/750x506/chinese-fm-wang-yi_1615129345.jpeg#hi#0.4404#www.amarujala.com#Chinese government ambassador Wang Yi said electoral reforms necessary for Hong Kong's better future चीनी सरकार के एक शीर्ष राजदूत वांग यी ने रविवार को कहा कि हांगकांग में स्थिरता के लिए चुनाव सुधार की बेहद जरूरत है।#https://www.amarujala.com/world/chinese-government-ambassador-wang-yi-said-electoral-reforms-necessary-for-hong-kongs-better-future#05Vy4NOH8
2021-03-08 06:26:12#world#Switzerland में Burqa Ban करने की तैयारी, Referendum में 51 प्रतिशत लोगों ने किया प्रतिबंध का समर्थन#https://zeenews.india.com/hindi/world/swiss-people-back-proposal-to-ban-burqa-and-face-coverings-in-public/861611#https://hindi.cdn.zeenews.com/hindi/sites/default/files/2021/03/08/779099-burka.jpg#hi#-0.6705#zeenews.india.com#Burqa Ban in Switzerland: कुछ वक्त पहले एक रिसर्च में दावा किया गया था कि स्विट्जरलैंड में कोई महिला बुर्का नहीं पहनती, सिर्फ 30 फीसदी महिलाएं केवल नकाब लगाती हैं.  इसके बावजूद मुस्लिम संगठन प्रतिबंध का विरोध कर रहे हैं.  उनका कहना है कि सरकार के इस कदम से स्विट्जरलैंड की छवि इस्लाम विरोधी देश की बन जाएगी. #https://zeenews.india.com/hindi/world/swiss-people-back-proposal-to-ban-burqa-and-face-coverings-in-public/861611#SdH9Tyj3K
2021-03-07 20:54:12#world#United States to germany these 15 countries allo you to drive car easily with indian Driving licence#https://www.jagran.com/automobile/latest-news-united-states-to-germany-these-15-countries-allo-you-to-drive-car-easily-with-indian-driving-licence-21438456.html#https://www.jagranimages.com/images/newimg/07032021/07_03_2021-dl_21438456.jpg#hi#0.6369#www.jagran.com#विदेशी सड़कों पर वाहन दौड़ाना अपने आप में शानदार एक्सपीरियंस है। आज हम आपको बता रहे हैं ऐसे देशों की सूची जहां आप भारतीय लाइसेंस की मदद से बेधड़क गाड़ी दौड़ा सकते हैं वो भी उस देश के कानूनी नियमों का पालन करते हुए।#https://www.jagran.com/automobile/latest-news-united-states-to-germany-these-15-countries-allo-you-to-drive-car-easily-with-indian-driving-licence-21438456.html#6UARdAIIV
2021-03-08 08:04:00#world#Switzerland Burqa Ban: अब स्विट्जरलैंड में बुर्के को बैन करने की तैयारी, 51 पर्सेंट वोटरों ने दी सहमति#https://navbharattimes.indiatimes.com/world/rest-of-europe/burqa-ban-in-switzerland-voters-agree-to-outlaw-facial-coverings-in-burqa-ban-vote/articleshow/81384915.cms#https://navbharattimes.indiatimes.com/photo/msid-81384915,imgsize-786658/pic.jpg#hi#-0.7269#navbharattimes.indiatimes.com#बाकी यूरोप न्यूज़: Switzerland Burqa Ban: स्विट्जरलैंड में बुर्के पर प्रतिबंध लगाने के पक्ष में मतदान हुआ है। देश के 51 फीसदी लोगों ने इस प्रतिबंध का वोट देकर समर्थन क‍िया है। कुल 1,426,992 मतदाताओं ने इस बैन का समर्थन किया।#https://navbharattimes.indiatimes.com/world/rest-of-europe/burqa-ban-in-switzerland-voters-agree-to-outlaw-facial-coverings-in-burqa-ban-vote/articleshow/81384915.cms#JscG1MQrI
2021-03-08 07:57:39#world#switzerland ban women from wearing burqa or niqab in public spaces#https://www.jagran.com/world/other-switzerland-ban-women-from-wearing-the-burqa-or-niqab-in-public-spaces-21439727.html#https://www.jagranimages.com/images/newimg/08032021/08_03_2021-burqa_or_niqab_21439727.jpg#hi#-0.5574#www.jagran.com#फ्रांस बेल्जियम और ऑस्ट्रिया के बाद स्विट्जरलैंड ने भी सार्वजनिक स्थानों पर महिलाओँ के बुर्का और नकाब पहनने पर प्रतिबंध लगा दिया है। महिलाएं बुर्का पहनकर सार्वजनिक स्थानों रेस्टोरेंट स्टेडियम पब्लिक ट्रांसपोर्ट और सड़क पर नहीं जा सकेंगी।#https://www.jagran.com/world/other-switzerland-ban-women-from-wearing-the-burqa-or-niqab-in-public-spaces-21439727.html#UvtawCW9I
2021-03-08 05:48:25#world#स्विट्जरलैंड में सार्वजनिक जगहों पर बुर्का-नकाब पहनने पर पाबंदी, कुछ मामलों में रहेगी छूट#https://www.livehindustan.com/international/story-switzerland-bans-facial-covering-burqa-naquab-in-public-places-by-referendum-3898262.html#https://images1.livehindustan.com/uploadimage/library/2021/03/08/16_9/16_9_1/naqab_ban_1615162697.jpg#hi#-0.5574#www.livehindustan.com#फ्रांस, बेल्जियम और ऑस्ट्रिया के बाद अब स्विट्जरलैंड ने भी सार्वजनिक जगहों पर मुस्लिम महिलाओं के Switzerland bans facial covering burqa naquab in public places by referendum, Hindi News - Hindustan#https://www.livehindustan.com/international/story-switzerland-bans-facial-covering-burqa-naquab-in-public-places-by-referendum-3898262.html#2qyYteevG
2021-03-07 23:15:50#world#पूर्वी चीन सागर में सेना भेजने की तैयारी कर रहा है जापान, 'ड्रैगन' को मिलेगा करारा जवाब#https://www.livehindustan.com/international/story-japan-is-preparing-to-send-troops-to-east-china-sea-dragon-will-get-a-befitting-reply-3897494.html#https://images1.livehindustan.com/uploadimage/library/2021/03/07/16_9/16_9_1/japan_is_preparing_to_send_troops_to_east_china_sea_dragon_will_get_a_befitting_reply_1615139070.jpg#hi#0.0#www.livehindustan.com#चीन की विस्तारवाद की नीति से उसके सभी पड़ोशी देश परेशान हैं। साउथ चाइना मॉर्निंग पोस्ट की Japan is preparing to send troops to East China Sea Dragon will get a befitting reply, Hindi News - Hindustan#https://www.livehindustan.com/international/story-japan-is-preparing-to-send-troops-to-east-china-sea-dragon-will-get-a-befitting-reply-3897494.html#CK1FG5Z8r
2021-03-08 07:21:33#world#Chinese Diplomat ने Tweet में कहा, ‘अपना हिजाब उठाओ, मुझे तुम्हारी आंखें देखने दो’, Pakistan में मचा बवाल#https://zeenews.india.com/hindi/pakistan-china/chinese-embassy-official-in-pakistan-faces-anger-for-hijab-off-tweet/861620#https://hindi.cdn.zeenews.com/hindi/sites/default/files/2021/03/08/779119-dance.jpg#hi#0.25#zeenews.india.com#चीनी राजनयिक के ट्वीट को लेकर पाकिस्तानी काफी भड़के हुए हैं.  उनका कहना है कि राजनयिक ने सीधे तौर पर इस्लाम का अपमान किया है.  लोग पाकिस्तानी विदेश मंत्रालय को टैग करके कार्रवाई की मांग कर रहे हैं.  हालांकि, ये बात अलग है कि सरकार इस मुद्दे पर पूरी तरह खामोश है. #https://zeenews.india.com/hindi/pakistan-china/chinese-embassy-official-in-pakistan-faces-anger-for-hijab-off-tweet/861620#qOnlLpERZ
2021-03-08 00:00:00#world#इक्वेटोरियल गिनी में एक के बाद एक धमाके, 17 की मौत सैकड़ों घायल#https://www.bbc.com/hindi/international-56316367#https://ichef.bbci.co.uk/news/1024/branded_hindi/86A4/production/_117486443__117485882_de06.jpg#hi#-0.802#www.bbc.com#इक्वेटोरियल गिनी में एक के बाद एक हुए धमाके के कारण कम से कम 17 लोगों की मौत हो गई है और सैकड़ों लोग घायल हैं. #https://www.bbc.com/hindi/international-56316367#XXLn8AhFD
2021-03-08 05:21:59#world#फ्रांस के अरबपति ओलिवियर दसॉ की हेलिकॉप्‍टर क्रैश होने से हुई मौत#https://hindi.news18.com/news/world/french-billionaire-politician-olivier-dassault-died-in-an-helicopter-crash-3504695.html#https://images.news18.com/ibnkhabar/uploads/2021/03/Olivier-Dassault.jpg#hi#-0.4019#hindi.news18.com#2020 फोर्ब्स की सबसे अमीर लोगों की लिस्ट में डसॉल्ट को अपने दो भाइयों के बहन के साथ 361वां स्थान मिला था.  ओलिवियर दसॉ इन दिनों छुट्टियां मनाने गए थे.  इसी दौरान उनका निजी हेलीकॉप्टर नॉर्मंडी दुर्घटनाग्रस्त हो गया. #https://hindi.news18.com/news/world/french-billionaire-politician-olivier-dassault-died-in-an-helicopter-crash-3504695.html#jNy0vnjxn
